id,company_name,address_1,address_2,address_3,post_code,post_town,county,country,region,head_office_country,domain,phone,location_type,company_email,founded_date,company_age,industry,company_size,annual_revenue,annual_revenue_source,annual_revenue_confidence,full_address,company_name_status,company_name_issue,industry_status,industry_issue,head_office_country_status,head_office_country_issue,company_age_status,company_age_issue,domain_status,domain_issue
2033,Lee Ltd,"Flat 3
Francis Park",,Studio 27,B6 6NF,New Joannechester,,,East Midlands,Not Specified,Unknown Domain,Not Provided,Single Site,jpage@smith-walker.com,,20.0,IT,Unknown,7288789.0,original,1.0,"Flat 3
Francis Park, , Studio 27",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2031,Hammond LLC,"Studio 1
Lorraine Crescent",,,FY64 9PD,Alisontown,Armagh,England,South East England,Not Specified,Unknown Domain,6960373630.0,Head Office,Not Provided,2012-11-09,36.0,Manufacturing,100.0,5006492.0,original,1.0,"Studio 1
Lorraine Crescent",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2231,Lawrence-Roberts,"Flat 51J
Preston Village",,Flat 9,SM25 9EA,Bennettberg,Hampshire,England,North West England,England,woods.co.uk,3482649872.0,Single Site,connorpalmer@watson.org,,Unknown,Education,50.0,6198738.312358139,model_imputed,0.6,"Flat 51J
Preston Village, , Flat 9",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,INVALID,MISSING_AGE,VALID,VALID_DOMAIN
2488,Ball-Jones,"Flat 46U
Rhodes Flat",,Studio 90,W7 6TW,East Clareberg,,,South East England,England,Unknown Domain,9994296413.0,,wdavies@morley.com,2009-08-22,6.0,Unknown Industry,200.0,7127307.0,original,1.0,"Flat 46U
Rhodes Flat, , Studio 90",INVALID,POSSIBLE_PERSON_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2192,Hughes Ltd,"Studio 89
Martin Centers",,,DD8A 3BJ,,,England,East Midlands,England,Unknown Domain,3387866414.0,Head Office,Not Provided,,25.0,Manufacturing,Unknown,5717596.689005024,median_imputed,0.5,"Studio 89
Martin Centers",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2333,Lloyd Ltd,"Studio 29
Dennis Lakes",,Studio 28G,,,Cheshire,England,East of England,England,chapman.com,Not Provided,Head Office,Not Provided,1984-02-01,20.0,Construction,Unknown,4216305.0,original,1.0,"Studio 29
Dennis Lakes, , Studio 28G",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2003,O'Brien-White,3 Mohamed Motorway,,Studio 54J,RG27 8XS,,,England,,England,ali.com,3898664966.0,Single Site,Not Provided,1981-10-21,44.0,Retail,200.0,7455324.0,original,1.0,"3 Mohamed Motorway, , Studio 54J",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2204,Newman LLC,"Flat 23O
Morris Orchard",,Studio 6,,,,England,Yorkshire And The Humber,England,Unknown Domain,7328654582.0,,Not Provided,,32.0,Unknown Industry,200.0,11140644.0,original,1.0,"Flat 23O
Morris Orchard, , Studio 6",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2514,Hunt and Sons,6 Yvonne Junctions,,Flat 8,,,Wiltshire,,,Not Specified,Unknown Domain,3521221658.0,Single Site,glen87@smith.com,1981-05-23,44.0,Retail,20.0,4748410.0,original,1.0,"6 Yvonne Junctions, , Flat 8",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2799,Read-Long,8 Webb Brook,,Studio 7,NR89 9LQ,,West Lothian,England,East of England,England,barton.com,Not Provided,Head Office,Not Provided,,11.0,Unknown Industry,100.0,4423785.0,original,1.0,"8 Webb Brook, , Studio 7",INVALID,POSSIBLE_PERSON_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2306,"Dunn, Begum and O'Donnell",4 Smith Summit,,Flat 87Z,BS5 8YF,Jordantown,North Lanarkshire,England,East Midlands,England,miller-randall.net,5802250923.0,Branch,elaine51@jones.com,2021-04-16,4.0,Manufacturing,100.0,9197714.0,original,1.0,"4 Smith Summit, , Flat 87Z",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2109,"Morton, Graham and Robinson","Flat 13X
Gordon Glen",,Flat 98S,L2 4ZD,West Angela,,England,East of England,England,weston-webb.com,1275847052.0,Single Site,pfraser@giles-bull.info,,50.0,Unknown Industry,200.0,11574638.0,original,1.0,"Flat 13X
Gordon Glen, , Flat 98S",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2430,Harris-Franklin,6 Ryan Ranch,,Flat 42,HS1 3XJ,Owenland,Hampshire,,West Midlands,England,powell.com,1045836321.0,Single Site,Not Provided,,Unknown,Unknown Industry,20.0,4041045.0,original,1.0,"6 Ryan Ranch, , Flat 42",INVALID,POSSIBLE_PERSON_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,INVALID,MISSING_AGE,VALID,VALID_DOMAIN
2077,"Jordan, Williams and Lane","Flat 57
Stevens Ports",,Flat 49V,,East Tonyshire,,England,London,England,hill-williams.info,8305685677.0,Branch,abigail24@kelly-morris.info,,Unknown,Marketing,50.0,8167236.0,original,1.0,"Flat 57
Stevens Ports, , Flat 49V",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,INVALID,MISSING_AGE,VALID,VALID_DOMAIN
2084,Hart-Jenkins,"Studio 68E
Butler Shores",,Studio 13U,,Brettville,Dorset,,Yorkshire And The Humber,England,griffiths-sharpe.info,4314499929.0,Head Office,traceyali@hamilton.info,2013-11-24,37.0,Manufacturing,100.0,3347981.0,original,1.0,"Studio 68E
Butler Shores, , Studio 13U",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2286,"Taylor, Nicholson and Patel","Studio 80
Carl Field",,Studio 0,CF81 8YL,,,England,,Not Specified,martin.info,8989792367.0,Branch,qkennedy@higgins.info,,Unknown,Unknown Industry,200.0,1707866.0,original,1.0,"Studio 80
Carl Field, , Studio 0",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,INVALID,MISSING_COUNTRY,INVALID,MISSING_AGE,VALID,VALID_DOMAIN
2082,"Mahmood, Dunn and Kerr","Flat 0
Morley Creek",,Studio 4,FK9A 4FX,Wardburgh,,England,,England,wilson-forster.info,Not Provided,Head Office,pdavies@white.co.uk,,7.0,Unknown Industry,50.0,5234874.0,original,1.0,"Flat 0
Morley Creek, , Studio 4",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2799,Read-Long,8 Webb Brook,,Studio 7,NR89 9LQ,,West Lothian,England,East of England,England,barton.com,Not Provided,Head Office,Not Provided,,11.0,Unknown Industry,100.0,4423785.0,original,1.0,"8 Webb Brook, , Studio 7",INVALID,POSSIBLE_PERSON_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2789,Pearson-Smith,981 Samuel Points,,,B5B 5ED,,,England,West Midlands,Not Specified,Unknown Domain,8171731095.0,,johnstonshirley@wood-foster.net,,3.0,IT,50.0,1625318.0,original,1.0,981 Samuel Points,INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2894,"Grant, Green and Graham","Flat 46Y
Guy Overpass",,Flat 36N,CO0 3AT,,,England,,England,khan-jones.com,5394231967.0,Branch,donald91@smith-hughes.com,,Unknown,Transportation,Unknown,11556216.0,original,1.0,"Flat 46Y
Guy Overpass, , Flat 36N",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,INVALID,MISSING_AGE,VALID,VALID_DOMAIN
2398,Morris-Coleman,8 Richardson Union,,Studio 96I,G97 3ZE,,,,London,England,Unknown Domain,3493484915.0,,Not Provided,2015-11-25,34.0,Manufacturing,200.0,5050605.0,original,1.0,"8 Richardson Union, , Studio 96I",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2323,Shepherd and Sons,74 Thompson Well,,,L0E 8SS,Vanessastad,Kent,England,East of England,England,Unknown Domain,3770604369.0,,Not Provided,,7.0,Unknown Industry,100.0,5599619.155524741,median_imputed,0.5,74 Thompson Well,VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2519,White-Adams,"Studio 41X
Vincent Rapids",,Studio 24T,S9K 1AH,West Jessicaburgh,,,South East England,England,khan.biz,5472492127.0,Head Office,stephensruth@mitchell.com,,32.0,Marketing,50.0,2526520.0,original,1.0,"Studio 41X
Vincent Rapids, , Studio 24T",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2916,"Shepherd, Williams and Stewart",291 Conor Path,,Flat 4,W7S 4UR,,Buckinghamshire,England,,England,gibbons-wilkinson.com,3285586667.0,,medwards@jones.com,,Unknown,Automotive,50.0,1848463.0,original,1.0,"291 Conor Path, , Flat 4",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,INVALID,MISSING_AGE,VALID,VALID_DOMAIN
2454,Patel-Khan,"Studio 90
Adam Throughway",,,HG9 1GX,,Hertfordshire,England,South East England,Not Specified,Unknown Domain,2151970532.0,Branch,sdyer@holt.co.uk,1993-11-05,2.0,Unknown Industry,Unknown,3421636.0,original,1.0,"Studio 90
Adam Throughway",INVALID,POSSIBLE_PERSON_NAME,INVALID,MISSING_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2005,"Forster, Moore and Williams",95 Terence Green,,,N8H 4FP,Janiceshire,East Sussex,,West Midlands,England,Unknown Domain,3072993857.0,Single Site,christineellis@robinson-murphy.org,1995-09-21,30.0,Automotive,200.0,10047886.0,original,1.0,95 Terence Green,VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2731,Morris-Robson,54 Debra Avenue,,Flat 26,PE5 5ER,,Armagh,England,,England,ross-cooper.net,1644567648.0,Head Office,patelwendy@morris.org,,30.0,IT,Unknown,7138467.5,median_imputed,0.5,"54 Debra Avenue, , Flat 26",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2465,Lewis Ltd,"Flat 78M
Amanda Pass",,Flat 1,LA9R 1AJ,,North Lanarkshire,England,,England,hicks.com,4084518106.0,,mitchellgeorgia@newton-perry.co.uk,1989-10-08,36.0,Manufacturing,50.0,2490982.0,original,1.0,"Flat 78M
Amanda Pass, , Flat 1",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2097,"Fox, Young and Williams","Studio 1
Amanda Rapids",,,HG95 3TU,West Sandrafurt,North Lanarkshire,England,East of England,England,carey-owen.net,5682871785.0,Branch,janicecarr@brooks.net,2002-05-27,23.0,Hospitality,100.0,9966154.0,original,1.0,"Studio 1
Amanda Rapids",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2266,Schofield-Bell,62 Angela Tunnel,,Studio 2,,Wattstown,East Dunbartonshire,,West Midlands,England,mistry.com,Not Provided,Branch,qmurray@tucker-kay.com,1982-05-05,49.0,Unknown Industry,200.0,3315160.0,original,1.0,"62 Angela Tunnel, , Studio 2",INVALID,POSSIBLE_PERSON_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2357,Nicholls-Richards,9 Sara Grove,,Flat 7,,Tobyfort,Cambridgeshire,,West Midlands,England,moran.biz,1143614386.0,Branch,kellyrichards@mason-taylor.biz,,Unknown,Manufacturing,Unknown,11674897.0,original,1.0,"9 Sara Grove, , Flat 7",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,INVALID,MISSING_AGE,VALID,VALID_DOMAIN
2868,Hunter and Sons,"Flat 27Y
Wright Square",,Studio 7,,North Michael,Stirling,England,London,England,Unknown Domain,5791151444.0,,johnsonsimon@ball.net,2022-03-03,19.0,Health Care,200.0,6331476.0,original,1.0,"Flat 27Y
Wright Square, , Studio 7",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2798,Sutton-West,"Studio 45
Karl Square",,Studio 93W,E5S 9ND,Stephensontown,Northumberland,England,South East England,England,cameron.net,1415190167.0,Head Office,Not Provided,,Unknown,Automotive,20.0,7735594.0,original,1.0,"Studio 45
Karl Square, , Studio 93W",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,INVALID,MISSING_AGE,VALID,VALID_DOMAIN
2380,Hudson-Thomas,"Studio 36Y
Jones Unions",,,S7 2JN,,,England,South East England,England,parkinson.com,Not Provided,Branch,Not Provided,,Unknown,Unknown Industry,Unknown,6951329.0,original,1.0,"Studio 36Y
Jones Unions",INVALID,POSSIBLE_PERSON_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,INVALID,MISSING_AGE,VALID,VALID_DOMAIN
2631,Edwards-Richards,"Flat 55
Christine Mill",,Studio 08,N15 6YN,South Emilyburgh,,,East Midlands,England,Unknown Domain,3710805663.0,,Not Provided,1989-11-10,44.0,Automotive,200.0,1838900.0,original,1.0,"Flat 55
Christine Mill, , Studio 08",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2381,Lee Inc,"Flat 9
Bruce Village",,Flat 87,DT6 7BF,Grahamborough,Denbighshire,England,North West England,Not Specified,Unknown Domain,1455684355.0,Head Office,lyndahutchinson@foster.org,,49.0,Unknown Industry,200.0,8914690.0,original,1.0,"Flat 9
Bruce Village, , Flat 87",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2490,Barker-Smith,"Flat 68
Rachel Ville",,Flat 19U,ML95 6BW,Catherinehaven,Merionethshire,England,South East England,England,robinson.org,Not Provided,Branch,Not Provided,,33.0,IT,Unknown,3971366.0,original,1.0,"Flat 68
Rachel Ville, , Flat 19U",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2118,Gardner and Sons,"Flat 12
Ford Forges",,Studio 60,G11 1PD,,East Sussex,,North West England,England,Unknown Domain,6417641431.0,Single Site,lsullivan@watkins.co.uk,2008-12-20,17.0,Education,200.0,6357602.856180959,median_imputed,0.5,"Flat 12
Ford Forges, , Studio 60",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2900,"White, Williams and Morris","Studio 5
Kennedy Terrace",,Studio 0,LS84 3BP,Phillipsport,,,,England,nash.org,Not Provided,Head Office,Not Provided,2014-04-11,10.0,Construction,50.0,10519157.0,original,1.0,"Studio 5
Kennedy Terrace, , Studio 0",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2250,Thomas-Rogers,"Studio 59
Bethan Way",,Flat 86K,,,Tyrone,England,Yorkshire And The Humber,Not Specified,nixon.com,2204282885.0,Branch,davidsonraymond@jackson.com,,38.0,Unknown Industry,200.0,7601736.0,original,1.0,"Studio 59
Bethan Way, , Flat 86K",INVALID,POSSIBLE_PERSON_NAME,INVALID,MISSING_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2523,Baker Inc,46 Whitehead Track,,Studio 92E,,New Leanne,North Lanarkshire,,,Not Specified,pearson-lewis.com,7886724575.0,Head Office,Not Provided,1978-10-19,47.0,Unknown Industry,20.0,2529708.0,original,1.0,"46 Whitehead Track, , Studio 92E",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2009,Smith-Price,"Studio 55W
Jordan Orchard",,,,Lake Mary,East Dunbartonshire,,East of England,England,ward.org,Not Provided,Single Site,andersonallan@wilson.org,,14.0,Unknown Industry,Unknown,6195935.0,global_median,0.4,"Studio 55W
Jordan Orchard",INVALID,POSSIBLE_PERSON_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2196,Coles Group,"Flat 97O
Parker Gardens",,,N6D 1FJ,Mooremouth,Cardiganshire,England,,Not Specified,sutton.com,8762811734.0,Branch,Not Provided,2010-11-27,24.0,Unknown Industry,Unknown,7278297.0,original,1.0,"Flat 97O
Parker Gardens",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2603,"Francis, Coles and Murray","Flat 37
Scott Harbors",,Flat 43,GL6 2QD,Samburgh,Derry and Londonderry,England,East of England,England,barnes-nicholls.com,9013848907.0,Head Office,hendersonfrancesca@rees.com,,7.0,Automotive,200.0,11828355.0,original,1.0,"Flat 37
Scott Harbors, , Flat 43",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2081,Lewis-Jones,5 Connor Mount,,Flat 4,L7 7UE,North Bernardview,,England,,England,Unknown Domain,5958647454.0,Head Office,manningmathew@taylor.net,,Unknown,IT,Unknown,7138467.5,median_imputed,0.5,"5 Connor Mount, , Flat 4",INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,INVALID,MISSING_AGE,INVALID,MISSING_DOMAIN
2783,Lord-Campbell,7 Hannah Green,,,G3K 1ZQ,Samberg,Antrim,England,South East England,England,Unknown Domain,Not Provided,Head Office,waltersheather@davies-green.com,,37.0,Automotive,100.0,5239819.444831734,model_imputed,0.6,7 Hannah Green,INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2587,Jones Group,94 Rachael Squares,,Studio 9,G4E 1TA,Perkinsview,Denbighshire,England,East Midlands,England,Unknown Domain,Not Provided,Single Site,vanessa06@jones.info,1985-04-11,38.0,Unknown Industry,Unknown,6195935.0,global_median,0.4,"94 Rachael Squares, , Studio 9",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2797,"Heath, Kay and Hall",192 Pearson Drive,,,GL8V 3ST,,,England,Yorkshire And The Humber,England,Unknown Domain,Not Provided,Single Site,max22@wade.info,1998-09-05,14.0,Education,20.0,4443459.0,original,1.0,192 Pearson Drive,VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2239,Fisher-Shaw,18 Burke Dale,,,,South Gillianville,Midlothian,England,,Not Specified,cooke-osullivan.com,5308647682.0,,dalesmith@parkin.com,,22.0,Automotive,20.0,2998738.0,original,1.0,18 Burke Dale,INVALID,POSSIBLE_PERSON_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2290,Jones Inc,1 Mitchell Mall,,Studio 40S,S4 5FZ,Lake Francestown,East Ayrshire,England,East Midlands,England,Unknown Domain,Not Provided,Single Site,Not Provided,1979-10-07,25.0,Unknown Industry,Unknown,6195935.0,global_median,0.4,"1 Mitchell Mall, , Studio 40S",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2211,"Bell, Parker and Lawrence","Flat 9
Keith Trace",,,FK4 2ZU,Port Ian,Bedfordshire,England,West Midlands,Not Specified,Unknown Domain,7867017771.0,,hardypeter@andrews.com,,13.0,Retail,Unknown,6198005.0,median_imputed,0.5,"Flat 9
Keith Trace",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2717,Rogers Group,"Studio 09
Mills Underpass",,,S9W 0GN,New Abbieport,Surrey,England,,England,Unknown Domain,9448549985.0,,mary79@mann-barnett.com,,2.0,Unknown Industry,100.0,2751116.0,original,1.0,"Studio 09
Mills Underpass",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2359,Murphy Group,"Studio 84G
Johnson Streets",,,,South Kieran,East Renfrewshire,England,North West England,England,Unknown Domain,3644495135.0,,atkinsonpaula@miah.org,,Unknown,Unknown Industry,Unknown,9292055.0,original,1.0,"Studio 84G
Johnson Streets",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,INVALID,MISSING_AGE,INVALID,MISSING_DOMAIN
2449,Norman and Sons,17 Todd Skyway,,,,,Surrey,,West Midlands,England,Unknown Domain,3369673050.0,Head Office,Not Provided,1991-10-01,18.0,Retail,Unknown,10650653.0,original,1.0,17 Todd Skyway,VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,INVALID,MISSING_DOMAIN
2227,"Bond, Palmer and Dyer","Flat 43
Joan Rapids",,Flat 65,G3D 3JQ,,,England,,England,gregory-robson.co.uk,Not Provided,Head Office,kerry32@marshall.com,,19.0,Marketing,200.0,2884343.0,original,1.0,"Flat 43
Joan Rapids, , Flat 65",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2298,Richardson and Sons,1 Bernard Station,,Flat 8,RG9A 7BT,Port Elizabeth,West Sussex,England,West Midlands,Not Specified,Unknown Domain,8018328667.0,Branch,poconnor@cross.com,,Unknown,Unknown Industry,100.0,3862010.0,original,1.0,"1 Bernard Station, , Flat 8",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,INVALID,MISSING_COUNTRY,INVALID,MISSING_AGE,INVALID,MISSING_DOMAIN
2550,Craig LLC,"Studio 17
Smith Crest",,Flat 03R,,,Lincolnshire,England,London,Not Specified,walsh.com,4755047455.0,Head Office,cchambers@newton.com,,26.0,IT,Unknown,7138467.5,median_imputed,0.5,"Studio 17
Smith Crest, , Flat 03R",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2796,Hanson Inc,664 Burke Rest,,Flat 1,S1J 2WD,Rosieland,West Dunbartonshire,England,South East England,England,miller.net,1002456844.0,Branch,Not Provided,,28.0,Unknown Industry,200.0,8382505.0,original,1.0,"664 Burke Rest, , Flat 1",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2501,Barrett Inc,816 Tony Valley,,Flat 85J,,,,,,England,Unknown Domain,4983431099.0,Branch,steven71@abbott-baker.com,,Unknown,Manufacturing,200.0,10195550.0,original,1.0,"816 Tony Valley, , Flat 85J",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,INVALID,MISSING_AGE,INVALID,MISSING_DOMAIN
2464,Farmer and Sons,"Studio 4
Duncan Lane",,Flat 9,L27 8DH,New Katherine,Cornwall,England,North West England,Not Specified,hanson-parsons.com,3011215256.0,Branch,roy27@morgan.com,,41.0,Manufacturing,Unknown,5717596.689005024,median_imputed,0.5,"Studio 4
Duncan Lane, , Flat 9",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,INVALID,MISSING_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2362,Wood-Jackson,"Studio 29
Knight Ridges",,Flat 74W,S1 5EA,,,England,North West England,England,patel.org,4418962039.0,,owenmitchell@jennings-taylor.com,2022-04-09,41.0,Unknown Industry,20.0,5245703.0,original,1.0,"Studio 29
Knight Ridges, , Flat 74W",INVALID,POSSIBLE_PERSON_NAME,INVALID,MISSING_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2468,Clark Group,"Studio 89E
Powell Crossing",,,,West Gareth,Glasgow City,England,North West England,England,jarvis.com,5504163860.0,Head Office,vsavage@harrison-cooke.com,,Unknown,Education,100.0,7115538.0,original,1.0,"Studio 89E
Powell Crossing",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,INVALID,MISSING_AGE,VALID,VALID_DOMAIN
2404,Thomas Ltd,7 Macdonald Shoals,,Studio 44,N8D 1XB,,Derry and Londonderry,England,West Midlands,England,reid-williams.info,6429414719.0,Branch,yrogers@taylor.com,1986-03-21,39.0,Health Care,200.0,6634108.195814242,model_imputed,0.6,"7 Macdonald Shoals, , Studio 44",VALID,VALID_COMPANY_NAME,VALID,VALID_INDUSTRY,VALID,VALID_COUNTRY,VALID,VALID_AGE,VALID,VALID_DOMAIN
2428,Bull LLC,"Studio 96P
Alice Knolls",,Studio 1,TD7 2BU,,,,North West England,Not Specified,brown.org,1595457018.0,Branch,Not Provided,,Unknown,Unknown Industry,Unknown,1597521.0,original,1.0,"Studio 96P
Alice Knolls, , Studio 1",VALID,VALID_COMPANY_NAME,INVALID,MISSING_INDUSTRY,INVALID,MISSING_COUNTRY,INVALID,MISSING_AGE,VALID,VALID_DOMAIN
