id,company_name,address_1,address_2,address_3,post_code,post_town,county,country,region,head_office_country,domain,phone,location_type,company_email,founded_date,company_age,industry,company_size,annual_revenue,people_id,jobtitle,annual_revenue_source,annual_revenue_confidence,full_address,company_name_is_valid,company_name_issue,company_email_is_valid,company_email_issue,phone_digits,phone_is_valid,phone_issue,industry_is_valid,industry_issue,country_is_valid,country_issue,domain_is_valid,domain_issue,founded_date_is_valid,founded_date_issue,company_age_is_valid,company_age_issue,role_description,is_duplicate
7251.0,A S Networking Ltd,"29,Park Grove",Westbury-On-Trym,,BS9 4LF,Bristol,Avon,England,South West England,Not Specified,asnetworking.co.uk,Not Provided,Single Site,Not Provided,2015-03-27,10.0,Computer Networking& Cabling,50.0,3000000.0,328.0,Path,original,1.0,"29,Park Grove, Westbury-On-Trym",True,,False,Invalid format,,,Missing,True,,True,,True,,True,,True,,Education,False
5655.0,What2Buy4Kids,Unit 1B Bank Quay Trading Estate,,Slutchers Lane,WA1 1PJ,Warrington,Cheshire,England,North West England,Not Specified,Unknown Domain,1925234155.0,Single Site,Not Provided,Not Provided,Unknown,Toy Shops,100.0,3000000.0,352.0,Bilder,original,1.0,"Unit 1B Bank Quay Trading Estate, , Slutchers Lane",True,,False,Invalid format,1925234155,True,,True,,True,,False,Invalid format,False,Invalid founded date,False,,Operations,False
2651.0,M.Mills Building Contractors Ltd,Bizspace Atlantic Business Centre,,Atlantic Street,WA14 5NQ,Altrincham,Cheshire,England,North West England,United Kingdom,builderincheshire.com,1625460253.0,Single Site,info@builderincheshire.com,Not Provided,24.0,Home/ House Builders,20.0,3000000.0,469.0,Jhjil,original,1.0,"Bizspace Atlantic Business Centre, , Atlantic Street",True,,True,,1625460253,True,,True,,True,,True,,False,Invalid founded date,False,,Operations,False
5749.0,Bristol City Supporters Club & Trust,Ashton Gate Stadium,,Ashton Road,BS3 2EJ,Bristol,Avon,England,South West England,United Kingdom,bristolcitysupporters.org,1173706146.0,Branch,info@bristolcitysupporters.org,Not Provided,125.0,Fan Clubs,Unknown,12000000.0,365.0,General Manager,original,1.0,"Ashton Gate Stadium, , Ashton Road",True,,True,,1173706146,True,,True,,True,,True,,False,Invalid founded date,False,,Leadership,False
4481.0,Trident Gym Weston-Super-Mare,Unit A Winterstoke Trading Estate,,Phillips Road,BS23 3YR,Weston Super Mare,Avon,England,South West England,Not Specified,tridentgym.uk,1934910677.0,Branch,Not Provided,Not Provided,Unknown,"Health Clubs, Gymnasiums& Beauty centers",20.0,5000000.0,61.0,Ba,original,1.0,"Unit A Winterstoke Trading Estate, , Phillips Road",True,,False,Invalid format,1934910677,True,,True,,True,,True,,False,Invalid founded date,False,,Education,False
1569.0,Eurocell Hastings,Unit A1 Castleham Industrial Estate,,Maunsell Road,TN38 9NN,St Leonards On Sea,East Sussex,England,South East England,Not Specified,Unknown Domain,3332341197.0,Single Site,Not Provided,Not Provided,Unknown,Builders Merchants,200.0,4418203.602538501,270.0,Educator,model_imputed,0.6,"Unit A1 Castleham Industrial Estate, , Maunsell Road",True,,False,Invalid format,3332341197,True,,True,,True,,False,Invalid format,False,Invalid founded date,False,,Education,False
6742.0,1 Space Projects Ltd,"42,Maltlands",,,BS22 8NZ,Weston Super Mare,Avon,England,South West England,Not Specified,1spaceprojects.com,Not Provided,Head Office,Not Provided,Not Provided,8.0,Builders/ Construction Firm,100.0,12000000.0,398.0,Covent Garden,original,1.0,"42,Maltlands",True,,False,Invalid format,,,Missing,True,,True,,True,,False,Invalid founded date,False,,Operations,False
6318.0,Ee,309 High Street,,,LN5 7DR,Lincoln,Lincolnshire,England,East Midlands,United Kingdom,ee.co.uk,1522551240.0,Branch,Not Provided,Not Provided,36.0,Unknown Industry,200.0,3000000.0,184.0,Herbalife,original,1.0,309 High Street,False,Too short,False,Invalid format,1522551240,True,,True,,True,,True,,False,Invalid founded date,False,,Sales,False
307.0,Aim Group Training Solutions,Suite 3 Widford Industrial Estate He Hamilton Centre,,Rodney Way,CM1 3BY,Chelmsford,Essex,England,East of England,Not Specified,agt-solutions.co.uk,2038765961.0,Single Site,info@agt-solutions.co.uk,Not Provided,Unknown,Training Services,50.0,7758133.791127254,110.0,BA,model_imputed,0.6,"Suite 3 Widford Industrial Estate He Hamilton Centre, , Rodney Way",True,,True,,2038765961,True,,True,,True,,True,,False,Invalid founded date,False,,Education,False
6941.0,3R W Design Ltd,,,,RM19 1PW,Purfleet,Essex,England,East of England,Not Specified,3rwdesign.co.uk,2012345678.0,Single Site,3rwdesign@gmail.com,Not Provided,11.0,Display Fixtures& Fittings,Unknown,8000000.0,212.0,Herbalife,original,1.0,Not Provided,True,,True,,2012345678,True,,True,,True,,True,,False,Invalid founded date,False,,Sales,False
5132.0,Hobbs Pharmacy,Herts And Essex Community Hospital Herts And Essex Hospital Lane,,Haymeads,CM23 5JH,Bishops Stortford,Hertfordshire,England,East of England,Not Specified,Unknown Domain,1279506661.0,Branch,Not Provided,Not Provided,Unknown,Drug Stores/ Pharmacies,100.0,12000000.0,114.0,Sports Awards,original,1.0,"Herts And Essex Community Hospital Herts And Essex Hospital Lane, , Haymeads",True,,False,Invalid format,1279506661,True,,True,,True,,False,Invalid format,False,Invalid founded date,False,,Marketing,False
2254.0,J Bishop Quality Office Supplies,Unit 12-13 Webnor Industrial Estate,,Ettingshall Road,WV2 2LD,Wolverhampton,West Midlands,England,West Midlands,Not Specified,Unknown Domain,1902405572.0,Single Site,Not Provided,Not Provided,Unknown,Office Stationery Supplies& Retail,Unknown,3000000.0,404.0,Band,original,1.0,"Unit 12-13 Webnor Industrial Estate, , Ettingshall Road",True,,False,Invalid format,1902405572,True,,True,,True,,False,Invalid format,False,Invalid founded date,False,,Production,False
2248.0,It4Automation,Unit 3 Eclipse Industrial Estate,,30,KT19 8JD,Epsom,Surrey,England,South East England,Not Specified,it4automation.com,1372888035.0,Single Site,Not Provided,Not Provided,Unknown,Computer and Network Security,20.0,3000000.0,411.0,Nurse,original,1.0,"Unit 3 Eclipse Industrial Estate, , 30",True,,False,Invalid format,1372888035,True,,True,,True,,True,,False,Invalid founded date,False,,Medical,False
6316.0,Ee,Unit 28 The Pyramid Shopping Centre,Grange Road,,CH41 2ZL,Birkenhead,Merseyside,England,North West England,Not Specified,ee.co.uk,1516665980.0,Branch,Not Provided,Not Provided,Unknown,Unknown Industry,50.0,3000000.0,368.0,XX,original,1.0,"Unit 28 The Pyramid Shopping Centre, Grange Road",False,Too short,False,Invalid format,1516665980,True,,True,,True,,True,,False,Invalid founded date,False,,Admin,False
590.0,Bells Van Breakers,Unit 4 Arkady Industrial Estate,,Briscoe Lane,M40 2XG,Manchester,Lancashire,England,North West England,Not Specified,Unknown Domain,1418465903.0,Single Site,Not Provided,Not Provided,Unknown,Car Breakers& dismantles,20.0,8000000.0,423.0,Manager,original,1.0,"Unit 4 Arkady Industrial Estate, , Briscoe Lane",True,,False,Invalid format,1418465903,True,,True,,True,,False,Invalid format,False,Invalid founded date,False,,Leadership,False
1223.0,D V Mccoll Ltd,Block 7 Unit 1 Etna Industrial Estate,,2 Janesmith Street,ML2 7XJ,Wishaw,Lanarkshire,Scotland,Scotland,Not Specified,Unknown Domain,1698747681.0,Single Site,Not Provided,1979-07-16,46.0,Builders/ Construction Firm,100.0,3000000.0,8.0,Owner,original,1.0,"Block 7 Unit 1 Etna Industrial Estate, , 2 Janesmith Street",True,,False,Invalid format,1698747681,True,,True,,True,,False,Invalid format,True,,True,,Leadership,False
4198.0,The Body Lab,Unit 19 The Orbit Centre,,Ashworth Road,SN5 7YG,Swindon,Wiltshire,England,South West England,England,thebodylabwiltshire.co.uk,Not Provided,Single Site,hello@thebodylabwiltshire.co.uk,Not Provided,7.0,Cosmetic Surgery,20.0,8000000.0,68.0,Tile Merchant,original,1.0,"Unit 19 The Orbit Centre, , Ashworth Road",True,,True,,,,Missing,True,,True,,True,,False,Invalid founded date,False,,Operations,False
2299.0,Jewellery'S Treasure,Unit 7 Mulberry Court,,Langthorne Road,E11 4HW,London,London,England,London,Not Specified,sites.google.com,Not Provided,Branch,Not Provided,Not Provided,Unknown,Costume jeweller,100.0,5000000.0,64.0,Analyst,original,1.0,"Unit 7 Mulberry Court, , Langthorne Road",True,,False,Invalid format,,,Missing,True,,True,,True,,False,Invalid founded date,False,,Data & Analytics,False
1538.0,Epic Safe & Security Uk Ltd,D6 Court 2000 Industrial Estate,,Bridgnorth Road,TF7 4JB,Telford,Shropshire,England,West Midlands,Not Specified,Unknown Domain,1952684855.0,Single Site,Not Provided,Not Provided,Unknown,Safes& Vaults- Suppliers& Installers,100.0,3000000.0,355.0,Co Owner,original,1.0,"D6 Court 2000 Industrial Estate, , Bridgnorth Road",True,,False,Invalid format,1952684855,True,,True,,True,,False,Invalid format,False,Invalid founded date,False,,Leadership,False
4040.0,Suit Direct,Unit 16 Fremlin Walk Shopping Centre,,Fremlin Walk,ME14 1QP,Maidstone,Kent,England,South East England,Not Specified,suitdirect.co.uk,1622690975.0,Branch,Not Provided,Not Provided,Unknown,Fashion Retail,100.0,7758134.889514141,13.0,BA,model_imputed,0.6,"Unit 16 Fremlin Walk Shopping Centre, , Fremlin Walk",True,,False,Invalid format,1622690975,True,,True,,True,,True,,False,Invalid founded date,False,,Education,False
3708.0,Semichem,Unit 8 Springburn Shopping Centre,,230 Springburn Way,G21 1TS,Glasgow,Lanarkshire,Scotland,Scotland,Not Specified,semichem.co.uk,1415589922.0,Branch,help@semichem.co.uk,2000-02-23,25.0,Drug Stores/ Pharmacies,50.0,3000000.0,289.0,BA,original,1.0,"Unit 8 Springburn Shopping Centre, , 230 Springburn Way",True,,True,,1415589922,True,,True,,True,,True,,True,,True,,Education,False
686.0,Booker Worcester,Unit 1 Knightsbridge Park,,Wainwright Road,WR4 9FA,Worcester,Worcestershire,England,West Midlands,Not Specified,booker.co.uk,1905454336.0,Branch,Not Provided,Not Provided,Unknown,Food Wholesale,200.0,3000000.0,261.0,Oxford Circus,original,1.0,"Unit 1 Knightsbridge Park, , Wainwright Road",True,,False,Invalid format,1905454336,True,,True,,True,,True,,False,Invalid founded date,False,,Admin,False
5332.0,Nfu Mutual Ballymoney,Unit 7 Silversprings Shopping Centre,,Market Street,BT53 6RD,Ballymoney,County Antrim,Northern Ireland,Northern Ireland,Not Specified,nfumutual.co.uk,2827698302.0,Branch,Not Provided,Not Provided,Unknown,Unknown Industry,100.0,12000000.0,186.0,Sssssssss,original,1.0,"Unit 7 Silversprings Shopping Centre, , Market Street",True,,False,Invalid format,2827698302,True,,True,,True,,True,,False,Invalid founded date,False,,Admin,False
790.0,Buttress & Snatch Lingerie,Unit D Blackhorse Mews,,Blackhorse,E17 6SL,London,London,England,London,Not Specified,buttressandsnatch.co.uk,2075023139.0,Branch,Not Provided,Not Provided,Unknown,"Lingerie, Hosiery Manufacturers& Wholesalers",200.0,3000000.0,377.0,Painting And Decoration,original,1.0,"Unit D Blackhorse Mews, , Blackhorse",True,,False,Invalid format,2075023139,True,,True,,True,,True,,False,Invalid founded date,False,,Engineering & Development,False
7368.0,A&E Leisure,Unit 51-56 Cosgrove Industrial Park,Daisy Bank Lane,,CW9 6FY,Northwich,Cheshire,England,North West England,Not Specified,aeleisure.co.uk,1606973005.0,Single Site,Not Provided,2011-10-26,14.0,Camping Equipment& Supplies,20.0,6102412.147682283,83.0,BA,model_imputed,0.6,"Unit 51-56 Cosgrove Industrial Park, Daisy Bank Lane",True,,False,Invalid format,1606973005,True,,True,,True,,True,,True,,True,,Education,False
5727.0,Ashvin Properties Ltd,The Back Office At 87A,,North Street,ME10 2HJ,Sittingbourne,Kent,England,South East England,Not Specified,ashvinproperties.co.uk,1795472600.0,Single Site,Not Provided,2006-03-16,19.0,Property& Estate Management Companies,20.0,8000000.0,206.0,Tester,original,1.0,"The Back Office At 87A, , North Street",True,,False,Invalid format,1795472600,True,,True,,True,,True,,True,,True,,Engineering & Development,False
5552.0,The Fragrance Shop,Unit 28C The Mall Shopping Centre,,Crown Road,RM17 6GE,Grays,Essex,England,East of England,Not Specified,thefragranceshop.co.uk,1375275891.0,Branch,Not Provided,2009-09-22,16.0,Cosmetic Products Manufacturers,20.0,10344277.494781643,492.0,Herbalife,model_imputed,0.6,"Unit 28C The Mall Shopping Centre, , Crown Road",True,,False,Invalid format,1375275891,True,,True,,True,,True,,True,,True,,Sales,False
7543.0,Abbeystone Paving Ltd,103 Booth Street,,,DE24 8PH,Derby,Derbyshire,England,East Midlands,England,abbeystonepavingltd.co.uk,Not Provided,Branch,Not Provided,2018-05-23,7.0,Paving& Driveway Contractors,50.0,3000000.0,124.0,Timber Frame Specialist,original,1.0,103 Booth Street,True,,False,Invalid format,,,Missing,True,,True,,True,,True,,True,,Engineering & Development,False
1326.0,Dmc Plant Hire Ltd,Unit 11 Smallford Works,,Smallford Lane,AL4 0SA,St Albans,Hertfordshire,England,East of England,Not Specified,Unknown Domain,1727829600.0,Single Site,Not Provided,Not Provided,Unknown,Plant& Machinery Hire& Leasing,Unknown,8000000.0,58.0,Transformational Coach,original,1.0,"Unit 11 Smallford Works, , Smallford Lane",True,,False,Invalid format,1727829600,True,,True,,True,,False,Invalid format,False,Invalid founded date,False,,Education,False
6724.0,"""Spanish And Coffee""",94 West Hill,,,SW15 2YB,London,London,England,London,England,spanishandcoffee.co.uk,2078868789.0,Single Site,Not Provided,2015-01-26,10.0,Educational Services,50.0,12000000.0,490.0,School,original,1.0,94 West Hill,True,,False,Invalid format,2078868789,True,,True,,True,,True,,True,,True,,Education,False
7225.0,A P Baker And Co,493A Caerphilly Road,,,CF14 4SN,Cardiff,South Glamorgan,Wales,Wales,Not Specified,apbakerandco.co.uk,2920519060.0,Single Site,info@apbakerandco.co.uk,Not Provided,Unknown,Accounting& Audit,200.0,6348132.740092137,471.0,Ba,model_imputed,0.6,493A Caerphilly Road,True,,True,,2920519060,True,,True,,True,,True,,False,Invalid founded date,False,,Education,False
809.0,C&H Fire Protection Ltd,Unit 8 Ilford Trading Estate,,Paycocke Road,SS14 3DR,Basildon,Essex,England,East of England,England,chfireltd.co.uk,1268293199.0,Branch,Not Provided,Not Provided,5.0,Fire Protection Consultants& Engineers,20.0,6102412.147682283,300.0,Account Executivea,model_imputed,0.6,"Unit 8 Ilford Trading Estate, , Paycocke Road",True,,False,Invalid format,1268293199,True,,True,,True,,True,,False,Invalid founded date,False,,Sales,False
5994.0,Tump Farm Cottages,Tump Farm,,Edge,GL6 6PW,Stroud,Gloucestershire,England,South West England,United Kingdom,Unknown Domain,Not Provided,Single Site,Not Provided,2022-01-22,3.0,Unknown Industry,50.0,5000000.0,345.0,BA,original,1.0,"Tump Farm, , Edge",True,,False,Invalid format,,,Missing,True,,True,,False,Invalid format,True,,True,,Education,False
6723.0,"""Emmylou"" Wig Specialist Salon",10 Selbey Cl,,,CT6 6UN,Herne Bay,Kent,England,South East England,Not Specified,emmy-lou.com,Not Provided,Branch,Not Provided,Not Provided,Unknown,Wig Shop,20.0,8000000.0,291.0,BA,original,1.0,10 Selbey Cl,True,,False,Invalid format,,,Missing,True,,True,,True,,False,Invalid founded date,False,,Education,False
4335.0,The Skills Training & Recruitment Centre Ltd,Unit 115 Higham Hill Joint Services Centre,,313 Billet Road,E17 5PX,London,London,England,London,Not Specified,Unknown Domain,2085276222.0,Single Site,Not Provided,Not Provided,Unknown,Employment& Recruitment Agencies,50.0,3000000.0,266.0,Executive,original,1.0,"Unit 115 Higham Hill Joint Services Centre, , 313 Billet Road",True,,False,Invalid format,2085276222,True,,True,,True,,False,Invalid format,False,Invalid founded date,False,,Leadership,False
3004.0,Ni Leasing Ltd,Office G.21 Innovation Factory,,385 Springfield Road,BT12 7DG,Belfast,County Antrim,Northern Ireland,Northern Ireland,Northern Ireland,nileasing.co.uk,2890993441.0,Single Site,info@nileasing.co.uk,2020-03-18,5.0,Car Dealers,20.0,3000000.0,313.0,Chelsea,original,1.0,"Office G.21 Innovation Factory, , 385 Springfield Road",True,,True,,2890993441,True,,True,,True,,True,,True,,True,,Education,False
3630.0,Sabian Projects (Uk) Limited,Blythe Valley Business Park Central Boulevard,,Blythe Valley Park,B90 8AG,Solihull,West Midlands,England,West Midlands,Not Specified,Unknown Domain,1512077778.0,Single Site,Not Provided,Not Provided,Unknown,Business Management Consultants,100.0,3000000.0,174.0,Sales Managet,original,1.0,"Blythe Valley Business Park Central Boulevard, , Blythe Valley Park",True,,False,Invalid format,1512077778,True,,True,,True,,False,Invalid format,False,Invalid founded date,False,,Sales,False
