id,company_name,address_1,address_2,address_3,post_code,post_town,county,country,region,head_office_country,domain,phone,location_type,company_email,founded_date,company_age,industry,company_size,annual_revenue
2429,Hayes-Daniels,"Studio 2
Griffiths crescent",,,,East Danielleland,East Renfrewshire,England,South East England,England,johnson.com,8976900711,Head Office,megan04@murphy.com,01-06-1985,,Transportation,20,11682742
2656,Gardner and Sons,44 Campbell underpass,,Flat 29V,S7 0YG,,Devon,England,East Midlands,England,ward.com,6637684526,,iainbrown@powell-ford.biz,12-09-2019,37,,200,
2462,Powell and Sons,44 Olivia lights,,Flat 4,DE76 4ZT,,South Yorkshire,England,North West England,,,2007122762,Head Office,wardkimberley@day.com,17-08-1996,32,Manufacturing,20,5701035
2309,Jones Ltd,900 Freeman crossing,,Flat 92j,,East Carolinefort,Eilean Siar,,West Midlands,,wong-taylor.co.uk,,,,,27,,,2437925
2697,Smith-Sims,"Flat 66B
Justin stravenue",,Flat 88,BR56 4TF,,,,North West England,,,,,,,,Manufacturing,100,1179619
2060,Price Inc,"Flat 8
Chapman crest",,Flat 24,NP5R 4YN,Nigelside,,,,England,thomas.net,5613376502,Branch,donaldthomas@collier-chan.co.uk,,20,Hospitality,200,
2884,Butler-Metcalfe,352 Hussain lakes,,Flat 0,N7K 1UH,,Cardiganshire,England,Yorkshire And The Humber,England,baker.biz,8174317098,Single Site,anthony43@harris-smith.com,02-06-2013,,Automotive,,
2595,"Hill, Reeves and Cook","Studio 71
Vaughan square",,Flat 11,B2 1LH,,Gloucestershire,,,England,sims.com,6158313672,Single Site,gary08@kay.info,29-07-1981,24,Hospitality,200,10373177
2767,"Bennett, Nicholls and Finch",318 Hayley courts,,,,North Amanda,,England,South East England,England,lewis-carr.com,6677977096,Branch,,04-10-1991,,,20,2987958
2649,Middleton Group,"Flat 13C
Katherine ports",,Flat 78,E6E 7UH,,Northumberland,,,England,williams.com,,Single Site,,08-02-2014,31,,100,
2650,Jones-Daly,11 Victoria fields,,Flat 69,,,South Ayrshire,England,London,England,jackson.com,2023810557,Single Site,bjones@bolton.com,11/21/1980,,Marketing,20,8781639
2865,Jones LLC,"Flat 75P
Faulkner corner",,Studio 69,,Dobsonstad,,,,,parker-roberts.net,1081089251,,johnsonalice@atkinson-johnson.com,23-02-1981,,Marketing,,
2668,"Bell, Swift and Lee","Flat 96
Josh row",,Flat 28,CV6 0LE,Mohamedport,,England,Yorkshire And The Humber,England,kay-white.org,6313631938,,mathew75@jordan-james.info,09-06-1990,,,,7494449
2298,Richardson and Sons,1 Bernard station,,Flat 8,RG9A 7BT,Port Elizabeth,West Sussex,England,West Midlands,,,8018328667,Branch,poconnor@cross.com,,,,100,3862010
2689,Ford-Bryan,"Studio 1
Carly summit",,,,Barnettchester,,,London,England,hurst.biz,6517904840,Branch,,11/23/2009,9,,,7223705
2314,"Richards, Bishop and Lawrence",961 King tunnel,,Flat 49,N7 8AL,West Debraland,Hertfordshire,England,Yorkshire And The Humber,,,,,hilary88@taylor-adams.com,02/25/2005,8,Retail,200,1028160
2310,Brooks Inc,"Studio 16
Suzanne plain",,Flat 2,,,Argyll and Bute,,London,,,8715084396,Branch,ynash@davies.biz,09-08-2018,31,Marketing,100,6755884
2361,"Turner, Roberts and Williamson","Studio 68
Joel row",,,B8 5NR,,,England,,England,,,Single Site,owen94@wells-goodwin.net,,48,Manufacturing,200,
2479,Sullivan-Davies,"Studio 07
Kirby drive",,Flat 8,,Evansfurt,,England,East of England,,clarke-martin.org,2352616705,Single Site,,06-10-1984,46,,,
2110,"McLean, Johnson and Wilkinson",62 Dale manors,,Flat 48W,,West Helenborough,Dundee City,,Yorkshire And The Humber,England,,5887461632,Single Site,trevorwilliams@thomas.com,12/24/1999,25,Retail,,8482830
2451,Turnbull-Wallace,31 Gray ways,,Studio 25,NG52 6JG,West Alanland,,,,England,,2385977233,,beth45@hooper-adams.com,,,Construction,200,
2486,"Roberts, Randall and Williams","Studio 00
Naomi divide",,Studio 0,SL3 4TT,,,England,East of England,,coleman.co.uk,7960003667,,,10/30/1982,21,Hospitality,,2702878
2363,"Ryan, Robertson and Holloway","Flat 7
Watson cliff",,,E5 5JB,South Charleneburgh,Armagh,,East Midlands,,white.com,,,colinmorris@griffiths-wilson.com,02-05-1996,15,,50,2726714
2254,"Harrison, Patel and Owens","Studio 2
Holly villages",,Studio 6,,New Alan,Hampshire,England,,England,tucker.biz,7997431960,Branch,psmith@wright.org,20-02-2025,11,Hospitality,50,11681251
2259,"Herbert, Hammond and Harris","Studio 51
Rita bypass",,Studio 2,,Lewisview,Dorset,England,East of England,England,gardner-jones.info,5390025304,Head Office,,,,,50,
2802,Robinson-Goodwin,5 Schofield drives,,,,North Carlyfort,Cambridgeshire,England,Yorkshire And The Humber,,thomas.biz,2120687798,Head Office,kerry63@hopkins.com,06/25/1998,6,Construction,,1912667
2677,"Stanley, Richards and Andrews",1 Parkinson unions,,Studio 9,GL9 0QF,,Flintshire,England,West Midlands,England,ford.com,,,,04-09-1989,49,Education,200,
2494,Gill-Noble,286 Graham vista,,Studio 84n,WA73 9LX,Whitefurt,Cornwall,England,North West England,England,,4524497441,Single Site,daviescolin@barrett.com,12/25/1990,26,Hospitality,50,7468693
2670,"Brown, Porter and Collins",5 Williams rue,,Studio 65,GY3 9QF,Michellefurt,Moray,England,South East England,England,dale-osullivan.com,,Single Site,upatterson@williams-hill.co.uk,,,Manufacturing,100,10308087
2377,"Gill, Scott and Sinclair","Flat 42
Julie mall",,Flat 80,,Lake Elliott,Caernarvonshire,England,,England,elliott.com,3844284418,,declan23@mitchell-patel.com,,49,Retail,20,9690736
2526,Walsh-Robertson,"Flat 7
Shane bridge",,Studio 7,,Kingport,Norfolk,,North West England,England,,,,samedwards@kennedy.com,,15,Automotive,50,7399569
2845,"Moore, Tucker and Sheppard","Flat 5
Swift key",,,ST04 2YR,Williamsport,,England,East of England,England,campbell.com,1624989845,Single Site,,12/28/1994,6,Automotive,20,
2137,West Ltd,3 White bypass,,,B6 1TP,New Bradleyberg,Monmouthshire,England,East Midlands,England,,7896549427,Head Office,matthewrichards@reid.org,02-12-1993,,,20,8261353
2355,Smith-Robinson,"Flat 4
John plains",,Studio 15O,N72 2NE,South Louis,Fife,England,Yorkshire And The Humber,England,oliver-akhtar.com,9212084410,Head Office,arthurmorgan@wallis.co.uk,21-03-1988,45,Health Care,20,
2365,Harper and Sons,"Studio 28R
Bennett ville",,Studio 1,E13 4PG,Baldwinport,West Dunbartonshire,England,South East England,England,bell.com,5845899237,,janet81@saunders.com,27-07-1993,8,,,
2616,Williams-Williamson,9 Toby mews,,Studio 9,,,,England,South East England,England,jones-robinson.com,,,jakeharper@baker.com,20-09-2020,12,Automotive,200,8205561
2749,"Hall, May and Brooks",788 Ryan loop,,Studio 0,SM36 5TE,Staceyshire,Cornwall,England,,England,tomlinson.com,6216574752,,,,6,Retail,50,4381305
2000,"Humphreys, Watts and Sutton",01 Hurst causeway,,,,,West Berkshire,England,,England,,,Head Office,ihodgson@newman.com,01-02-2005,,,20,3678638
2829,Fleming PLC,"Flat 32
Walters knolls",,,B2 3JT,Gemmaton,,England,West Midlands,England,,,Head Office,berrygail@thomas.com,05/18/2009,30,Marketing,,8942296
2656,Gardner and Sons,44 Campbell underpass,,Flat 29V,S7 0YG,,Devon,England,East Midlands,England,ward.com,6637684526,,iainbrown@powell-ford.biz,12-09-2019,37,,200,
2199,Kelly LLC,4 Derek crescent,,,E69 8WY,,Stirling,,,England,barnett.com,6320818912,Head Office,christianturner@gill-blackburn.com,,49,,200,2558874
2213,Walker-Noble,"Flat 9
Baker points",,Studio 36o,B0 0PW,Williamsburgh,,England,,England,lewis-wood.info,,Branch,,07-04-2017,25,Health Care,20,7027401
2408,Williams-Russell,902 Bennett summit,,Studio 33,PH1 5BF,,Warwickshire,England,,England,ahmed.com,3445235081,Branch,zkerr@campbell-wright.com,09/19/1986,,Health Care,200,
2332,"Brown, Bryant and Hughes","Flat 1
Emma motorway",,Flat 47,,Port Malcolmside,,,East Midlands,,parker-lee.com,1468476208,Single Site,,05-08-2006,,IT,50,7063033
2208,"Andrews, White and Hodgson","Flat 34V
Stevens tunnel",,Flat 3,TR50 5YD,New Megan,Down,,London,England,scott.com,1260677053,,smithneil@jarvis.com,14-05-1996,49,Construction,200,3435210
2613,"Mitchell, Hall and Gardiner","Flat 9
Douglas ways",,,L8 1HU,Port Kimberley,Orkney Islands,England,East of England,,dobson.com,3273979641,Single Site,,10-05-2009,44,,,
2078,Jones and Sons,92 Thomas circles,,Studio 50V,,Kimberleychester,Down,England,,England,,9549072703,Single Site,cartersylvia@collins.com,,,Education,200,2551288
2029,Harrison-Jones,45 Davis mountains,,Flat 96A,,West Francesfurt,Falkirk,England,,,,5226564100,Head Office,,08-05-1994,,Education,200,
2535,"Gibson, Burton and Martin",28 Sheila stream,,Studio 75,BR5 1BE,Port Samuelton,Warwickshire,England,,England,parker-hart.com,8919652170,Single Site,,09-08-1997,45,Education,200,
2695,Perry-Smith,"Flat 96
Foster points",,,ML7 6LZ,,South Yorkshire,,,,byrne-martin.com,8992173970,Head Office,terrybarrett@finch.biz,05/27/2001,26,Automotive,20,11924066
2557,Buckley LLC,505 Callum fall,,Studio 2,,East Lauren,Buckinghamshire,England,East Midlands,England,dawson.com,8876154044,Head Office,robertsshaun@griffiths.com,30-03-1995,16,Education,50,
2836,"Williams, O'Sullivan and Duncan","Flat 35p
Hugh orchard",,Flat 49,,Rileymouth,Anglesey,England,East Midlands,England,baker.org,1197721935,,cwilliams@brooks.com,03-10-1985,,Automotive,50,
2596,Roberts LLC,417 Charlie roads,,,,Wayneton,Denbighshire,England,London,,burrows-pugh.com,6231477002,Head Office,,01-12-1995,,,,
2165,Wright Ltd,"Flat 8
Annette underpass",,,IM6 3HA,,,England,South East England,England,riley.com,9134166377,,,,18,,200,7092894
2918,Mitchell PLC,5 Connor shore,,,WD77 4SG,Turnerstad,South Yorkshire,England,,England,sykes-lyons.com,4542905624,Head Office,lorrainesharp@ball-gray.co.uk,,38,,200,8958621
2495,Franklin-Burton,24 Helen square,,,E0D 2EQ,Daviesview,Dumfries and Galloway,England,West Midlands,,,2900468256,,,,,Construction,200,3681345
2824,King Group,"Flat 0
Lowe bridge",,Flat 6,,North Patricia,Bedfordshire,England,London,,,4640061805,,,24-05-1998,8,,200,6878585
2065,"Smith, Barnes and Palmer","Flat 52d
Kayleigh skyway",,,KA4M 8YA,Katherineberg,,England,East Midlands,,,1888351438,Branch,guy22@graham.biz,20-12-1983,26,,100,9712957
2141,"Bell, Jones and Clayton","Studio 4
Lesley fords",,Flat 93m,CV5W 4LF,,Flintshire,England,South East England,England,clarke.com,5680884653,,,,12,Transportation,,
2707,Curtis PLC,"Studio 28
Woods spring",,,LS7V 2YD,West Deborah,East Ayrshire,England,Yorkshire And The Humber,England,hawkins.net,1188152453,,hwhite@anderson.co.uk,,,Health Care,50,
2827,"Cook, Collins and Alexander",98 Griffiths mountains,,Studio 66B,,Dianeshire,,England,South East England,England,bennett.com,,Head Office,glenn31@young-simmons.com,03/13/2007,34,Automotive,100,7788325
2655,Humphries-Smith,3 Goddard plains,,,SW6Y 7NJ,Claireview,Tyrone,,East Midlands,England,williams.com,6138433418,,,05-04-1990,,,100,8468968
2331,"Dale, King and Cooper","Studio 68e
Terence mill",,,LA9 0GL,Evansfurt,Perth and Kinross,,West Midlands,,,,Single Site,,01-12-1977,20,,200,9554093
2664,"Leach, James and Owen",47 Abigail forges,,Flat 50J,SK3X 0AZ,Fowlerfurt,Orkney Islands,,South East England,England,ward.com,5446210804,Head Office,andrea78@duffy-peacock.com,18-03-1986,7,,20,6698706
2249,Burrows LLC,31 Grace inlet,,,BR3B 2RX,New Liamberg,Falkirk,England,South East England,England,swift-anderson.com,4443491998,,,23-06-2007,36,Hospitality,20,4082639
2907,Burton Inc,"Studio 17i
Annette hills",,Studio 82m,W4 1UQ,Port Kathleen,Cumbria,,West Midlands,England,,4239844314,Head Office,flynnharriet@davis.info,03-03-1995,18,Manufacturing,,
2708,Bell-Burton,774 Newton lake,,Studio 06u,L55 3BG,Woodbury,South Lanarkshire,England,North West England,,brooks-jackson.com,9598867329,,smithgeorge@lawrence.biz,,,Retail,200,
2305,"Hunter, Edwards and Wilson",31 Malcolm manor,,Studio 9,G44 6UG,Flynnland,Warwickshire,England,East of England,England,,5138320457,Branch,,,30,Health Care,,3292713
2734,"Baker, Bailey and Marsden",584 Norman green,,Studio 1,,South Guy,,England,,,bradley.com,7640498532,Single Site,mandy26@williams.com,10-05-1988,12,Retail,200,11907823
2562,Parker LLC,"Studio 47h
Linda curve",,Studio 05,L6B 6XF,,,,East Midlands,England,,,Head Office,,01/14/2006,9,Construction,20,7620407
2049,"Hughes, Morris and Murphy","Flat 42
Lydia harbors",,Flat 18,,Port Vanessa,,England,North West England,England,williams-brooks.com,2798827442,Branch,charlene42@lloyd-spencer.com,08/26/1999,42,,,11111641
2896,"Carter, Mills and Davis",9 Smith locks,,Studio 06x,G93 9WW,,,England,London,England,stewart-kelly.com,6618934554,Single Site,geraldine77@andrews.com,,32,Construction,200,
2002,Lucas LLC,0 Jayne bridge,,Flat 5,W7 6SL,Jasmineview,,England,London,,holloway-andrews.com,6845729223,Head Office,,09-07-2024,,IT,,4539704
2544,"Parkes, Jackson and Barlow","Flat 68
Samuel trafficway",,Studio 60,L0W 1SF,Boylemouth,Orkney Islands,England,North West England,,pritchard-johnson.com,,Single Site,seanellis@nash.com,15-03-1986,12,,,
2350,O'Donnell PLC,"Studio 9
Dodd burg",,Studio 90S,W9B 0SX,Derektown,Northumberland,England,East of England,England,,4920719590,,yjones@pearson.co.uk,04-06-1987,45,,,3654252
2904,Fisher Inc,"Flat 5
Taylor cliffs",,,,,Greater London,England,London,England,marshall-parker.info,,Head Office,,10-08-1995,30,,20,
2536,Cooke-Simpson,"Studio 14
Jones crest",,Flat 8,DH5 8YU,,Bedfordshire,England,North West England,,evans.net,,Single Site,barbarawilliams@oconnor-dean.com,08/22/2017,14,,50,11032475
2344,Edwards-Clarke,54 Bernard port,,,,South Malcolmview,Nottinghamshire,,West Midlands,,hobbs.com,4118350677,Branch,rpollard@haynes.net,01/19/2016,,IT,20,3912192
2494,Gill-Noble,286 Graham vista,,Studio 84n,WA73 9LX,Whitefurt,Cornwall,England,North West England,England,,4524497441,Single Site,daviescolin@barrett.com,12/25/1990,26,Hospitality,50,7468693
2481,Moss Inc,"Studio 7
Irene crossing",,,G7 8GW,New Callumchester,,England,South East England,,morton.com,6658548491,Head Office,aahmed@osborne.info,,,,,2092722
2575,Allen LLC,"Studio 97P
Heath light",,Studio 73y,,Lake Johnbury,,England,West Midlands,England,harrison.com,1230870628,Single Site,,07-05-2002,2,Construction,20,4408831
2033,Lee Ltd,"Flat 3
Francis park",,Studio 27,B6 6NF,New Joannechester,,,East Midlands,,,,Single Site,jpage@smith-walker.com,,20,IT,,7288789
2031,Hammond LLC,"Studio 1
Lorraine crescent",,,FY64 9PD,Alisontown,Armagh,England,South East England,,,6960373630,Head Office,,11-09-2012,36,Manufacturing,100,5006492
2231,Lawrence-Roberts,"Flat 51J
Preston village",,Flat 9,SM25 9EA,Bennettberg,Hampshire,England,North West England,England,woods.co.uk,3482649872,Single Site,connorpalmer@watson.org,,,Education,50,
2488,Ball-Jones,"Flat 46u
Rhodes flat",,Studio 90,W7 6TW,East Clareberg,,,South East England,England,,9994296413,,wdavies@morley.com,22-08-2009,6,,200,7127307
2192,Hughes Ltd,"Studio 89
Martin centers",,,DD8A 3BJ,,,England,East Midlands,England,,3387866414,Head Office,,06/23/1978,25,Manufacturing,,
2333,Lloyd Ltd,"Studio 29
Dennis lakes",,Studio 28g,,,Cheshire,England,East of England,England,chapman.com,,Head Office,,02-01-1984,20,Construction,,4216305
2003,O'Brien-White,3 Mohamed motorway,,Studio 54J,RG27 8XS,,,England,,England,ali.com,3898664966,Single Site,,21-10-1981,,Retail,200,7455324
2204,Newman LLC,"Flat 23O
Morris orchard",,Studio 6,,,,England,Yorkshire And The Humber,England,,7328654582,,,,32,,200,11140644
2514,Hunt and Sons,6 Yvonne junctions,,Flat 8,,,Wiltshire,,,,,3521221658,Single Site,glen87@smith.com,23-05-1981,,Retail,20,4748410
2799,Read-Long,8 Webb brook,,Studio 7,NR89 9LQ,,West Lothian,England,East of England,England,barton.com,,Head Office,,06/21/1986,11,,100,4423785
2306,"Dunn, Begum and O'Donnell",4 Smith summit,,Flat 87z,BS5 8YF,Jordantown,North Lanarkshire,England,East Midlands,England,miller-randall.net,5802250923,Branch,elaine51@jones.com,16-04-2021,,Manufacturing,100,9197714
2109,"Morton, Graham and Robinson","Flat 13x
Gordon glen",,Flat 98S,L2 4ZD,West Angela,,England,East of England,England,weston-webb.com,1275847052,Single Site,pfraser@giles-bull.info,,50,,200,11574638
2430,Harris-Franklin,6 Ryan ranch,,Flat 42,HS1 3XJ,Owenland,Hampshire,,West Midlands,England,powell.com,1045836321,Single Site,,,,,20,4041045
2077,"Jordan, Williams and Lane","Flat 57
Stevens ports",,Flat 49v,,East Tonyshire,,England,London,England,hill-williams.info,8305685677,Branch,abigail24@kelly-morris.info,05/13/1998,,Marketing,50,8167236
2084,Hart-Jenkins,"Studio 68E
Butler shores",,Studio 13U,,Brettville,Dorset,,Yorkshire And The Humber,England,griffiths-sharpe.info,4314499929,Head Office,traceyali@hamilton.info,24-11-2013,37,Manufacturing,100,3347981
2286,"Taylor, Nicholson and Patel","Studio 80
Carl field",,Studio 0,CF81 8YL,,,England,,,martin.info,8989792367,Branch,qkennedy@higgins.info,05/30/2010,,,200,1707866
2082,"Mahmood, Dunn and Kerr","Flat 0
Morley creek",,Studio 4,FK9A 4FX,Wardburgh,,England,,England,wilson-forster.info,,Head Office,pdavies@white.co.uk,08/17/1987,7,,50,5234874
2799,Read-Long,8 Webb brook,,Studio 7,NR89 9LQ,,West Lothian,England,East of England,England,barton.com,,Head Office,,06/21/1986,11,,100,4423785
2789,Pearson-Smith,981 Samuel points,,,B5B 5ED,,,England,West Midlands,,,8171731095,,johnstonshirley@wood-foster.net,,3,IT,50,1625318
2894,"Grant, Green and Graham","Flat 46Y
Guy overpass",,Flat 36N,CO0 3AT,,,England,,England,khan-jones.com,5394231967,Branch,donald91@smith-hughes.com,,,Transportation,,11556216
2398,Morris-Coleman,8 Richardson union,,Studio 96I,G97 3ZE,,,,London,England,,3493484915,,,25-11-2015,34,Manufacturing,200,5050605
2323,Shepherd and Sons,74 Thompson well,,,L0E 8SS,Vanessastad,Kent,England,East of England,England,,3770604369,,,,7,,100,
2519,White-Adams,"Studio 41x
Vincent rapids",,Studio 24t,S9K 1AH,West Jessicaburgh,,,South East England,England,khan.biz,5472492127,Head Office,stephensruth@mitchell.com,12/21/2002,32,Marketing,50,2526520
2916,"Shepherd, Williams and Stewart",291 Conor path,,Flat 4,W7S 4UR,,Buckinghamshire,England,,England,gibbons-wilkinson.com,3285586667,,medwards@jones.com,06/18/2021,,Automotive,50,1848463
2454,Patel-Khan,"Studio 90
Adam throughway",,,HG9 1GX,,Hertfordshire,England,South East England,,,2151970532,Branch,sdyer@holt.co.uk,11-05-1993,2,,,3421636
2005,"Forster, Moore and Williams",95 Terence green,,,N8H 4FP,Janiceshire,East Sussex,,West Midlands,England,,3072993857,Single Site,christineellis@robinson-murphy.org,21-09-1995,,Automotive,200,10047886
2731,Morris-Robson,54 Debra avenue,,Flat 26,PE5 5ER,,Armagh,England,,England,ross-cooper.net,1644567648,Head Office,patelwendy@morris.org,03/29/2019,30,IT,,
2465,Lewis Ltd,"Flat 78m
Amanda pass",,Flat 1,LA9R 1AJ,,North Lanarkshire,England,,England,hicks.com,4084518106,,mitchellgeorgia@newton-perry.co.uk,10-08-1989,36,Manufacturing,50,2490982
2097,"Fox, Young and Williams","Studio 1
Amanda rapids",,,HG95 3TU,West Sandrafurt,North Lanarkshire,England,East of England,England,carey-owen.net,5682871785,Branch,janicecarr@brooks.net,27-05-2002,,Hospitality,100,9966154
2266,Schofield-Bell,62 Angela tunnel,,Studio 2,,Wattstown,East Dunbartonshire,,West Midlands,England,mistry.com,,Branch,qmurray@tucker-kay.com,05-05-1982,49,,200,3315160
2357,Nicholls-Richards,9 Sara grove,,Flat 7,,Tobyfort,Cambridgeshire,,West Midlands,England,moran.biz,1143614386,Branch,kellyrichards@mason-taylor.biz,,,Manufacturing,,11674897
2868,Hunter and Sons,"Flat 27y
Wright square",,Studio 7,,North Michael,Stirling,England,London,England,,5791151444,,johnsonsimon@ball.net,03-03-2022,19,Health Care,200,6331476
2798,Sutton-West,"Studio 45
Karl square",,Studio 93W,E5S 9ND,Stephensontown,Northumberland,England,South East England,England,cameron.net,1415190167,Head Office,,06/18/2012,,Automotive,20,7735594
2380,Hudson-Thomas,"Studio 36Y
Jones unions",,,S7 2JN,,,England,South East England,England,parkinson.com,,Branch,,,,,,6951329
2631,Edwards-Richards,"Flat 55
Christine mill",,Studio 08,N15 6YN,South Emilyburgh,,,East Midlands,England,,3710805663,,,11-10-1989,44,Automotive,200,1838900
2381,Lee Inc,"Flat 9
Bruce village",,Flat 87,DT6 7BF,Grahamborough,Denbighshire,England,North West England,,,1455684355,Head Office,lyndahutchinson@foster.org,,49,,200,8914690
2490,Barker-Smith,"Flat 68
Rachel ville",,Flat 19u,ML95 6BW,Catherinehaven,Merionethshire,England,South East England,England,robinson.org,,Branch,,01/31/1995,33,IT,,3971366
2118,Gardner and Sons,"Flat 12
Ford forges",,Studio 60,G11 1PD,,East Sussex,,North West England,England,,6417641431,Single Site,lsullivan@watkins.co.uk,20-12-2008,,Education,200,
2900,"White, Williams and Morris","Studio 5
Kennedy terrace",,Studio 0,LS84 3BP,Phillipsport,,,,England,nash.org,,Head Office,,04-11-2014,10,Construction,50,10519157
2250,Thomas-Rogers,"Studio 59
Bethan way",,Flat 86k,,,Tyrone,England,Yorkshire And The Humber,,nixon.com,2204282885,Branch,davidsonraymond@jackson.com,,38,,200,7601736
2523,Baker Inc,46 Whitehead track,,Studio 92E,,New Leanne,North Lanarkshire,,,,pearson-lewis.com,7886724575,Head Office,,19-10-1978,,,20,2529708
2009,Smith-Price,"Studio 55W
Jordan orchard",,,,Lake Mary,East Dunbartonshire,,East of England,England,ward.org,,Single Site,andersonallan@wilson.org,08/14/2007,14,,,
2196,Coles Group,"Flat 97o
Parker gardens",,,N6D 1FJ,Mooremouth,Cardiganshire,England,,,sutton.com,8762811734,Branch,,27-11-2010,24,,,7278297
2603,"Francis, Coles and Murray","Flat 37
Scott harbors",,Flat 43,GL6 2QD,Samburgh,Derry and Londonderry,England,East of England,England,barnes-nicholls.com,9013848907,Head Office,hendersonfrancesca@rees.com,,7,Automotive,200,11828355
2081,Lewis-Jones,5 Connor mount,,Flat 4,L7 7UE,North Bernardview,,England,,England,,5958647454,Head Office,manningmathew@taylor.net,,,IT,,
2783,Lord-Campbell,7 Hannah green,,,G3K 1ZQ,Samberg,Antrim,England,South East England,England,,,Head Office,waltersheather@davies-green.com,,37,Automotive,100,
2587,Jones Group,94 Rachael squares,,Studio 9,G4E 1TA,Perkinsview,Denbighshire,England,East Midlands,England,,,Single Site,vanessa06@jones.info,04-11-1985,38,,,
2797,"Heath, Kay and Hall",192 Pearson drive,,,GL8V 3ST,,,England,Yorkshire And The Humber,England,,,Single Site,max22@wade.info,09-05-1998,14,Education,20,4443459
2239,Fisher-Shaw,18 Burke dale,,,,South Gillianville,Midlothian,England,,,cooke-osullivan.com,5308647682,,dalesmith@parkin.com,,22,Automotive,20,2998738
2290,Jones Inc,1 Mitchell mall,,Studio 40s,S4 5FZ,Lake Francestown,East Ayrshire,England,East Midlands,England,,,Single Site,,10-07-1979,25,,,
2211,"Bell, Parker and Lawrence","Flat 9
Keith trace",,,FK4 2ZU,Port Ian,Bedfordshire,England,West Midlands,,,7867017771,,hardypeter@andrews.com,,13,Retail,,
2717,Rogers Group,"Studio 09
Mills underpass",,,S9W 0GN,New Abbieport,Surrey,England,,England,,9448549985,,mary79@mann-barnett.com,06/29/2023,2,,100,2751116
2359,Murphy Group,"Studio 84G
Johnson streets",,,,South Kieran,East Renfrewshire,England,North West England,England,,3644495135,,atkinsonpaula@miah.org,,,,,9292055
2449,Norman and Sons,17 Todd skyway,,,,,Surrey,,West Midlands,England,,3369673050,Head Office,,10-01-1991,18,Retail,,10650653
2227,"Bond, Palmer and Dyer","Flat 43
Joan rapids",,Flat 65,G3D 3JQ,,,England,,England,gregory-robson.co.uk,,Head Office,kerry32@marshall.com,,19,Marketing,200,2884343
2298,Richardson and Sons,1 Bernard station,,Flat 8,RG9A 7BT,Port Elizabeth,West Sussex,England,West Midlands,,,8018328667,Branch,poconnor@cross.com,,,,100,3862010
2550,Craig LLC,"Studio 17
Smith crest",,Flat 03R,,,Lincolnshire,England,London,,walsh.com,4755047455,Head Office,cchambers@newton.com,,26,IT,,
2796,Hanson Inc,664 Burke rest,,Flat 1,S1J 2WD,Rosieland,West Dunbartonshire,England,South East England,England,miller.net,1002456844,Branch,,,28,,200,8382505
2501,Barrett Inc,816 Tony valley,,Flat 85j,,,,,,England,,4983431099,Branch,steven71@abbott-baker.com,11/14/1996,,Manufacturing,200,10195550
2464,Farmer and Sons,"Studio 4
Duncan lane",,Flat 9,L27 8DH,New Katherine,Cornwall,England,North West England,,hanson-parsons.com,3011215256,Branch,roy27@morgan.com,10/13/2016,41,Manufacturing,,
2362,Wood-Jackson,"Studio 29
Knight ridges",,Flat 74W,S1 5EA,,,England,North West England,England,patel.org,4418962039,,owenmitchell@jennings-taylor.com,04-09-2022,41,,20,5245703
2468,Clark Group,"Studio 89E
Powell crossing",,,,West Gareth,Glasgow City,England,North West England,England,jarvis.com,5504163860,Head Office,vsavage@harrison-cooke.com,10/16/1988,,Education,100,7115538
2404,Thomas Ltd,7 Macdonald shoals,,Studio 44,N8D 1XB,,Derry and Londonderry,England,West Midlands,England,reid-williams.info,6429414719,Branch,yrogers@taylor.com,21-03-1986,,Health Care,200,
2428,Bull LLC,"Studio 96p
Alice knolls",,Studio 1,TD7 2BU,,,,North West England,,brown.org,1595457018,Branch,,04/13/2014,,,,1597521
2007,Fuller-Jones,"Studio 27T
Ruth terrace",,Flat 67,FK5 3EU,South Rachel,Merionethshire,England,,England,oconnor.com,6717220355,,sean72@watkins.com,,,Transportation,,10069560
2155,Rowe Group,6 George shore,,Studio 67x,HD9 4DB,Ingramshire,Greater London,England,,,morris.biz,,,mohammeddaniels@james.info,,46,IT,20,7291957
2541,Naylor PLC,"Studio 5
Cole summit",,Flat 67k,,Pricehaven,,,East of England,England,,2474771870,Single Site,sthompson@jones.com,,12,IT,100,7258302
2440,"Carpenter, Moore and Glover",90 Abigail extensions,,Flat 7,AB51 6DW,,,,,England,graham-foster.com,2251470256,Branch,stevengill@bell-harris.com,,48,Automotive,50,1550972
2482,Taylor Inc,0 Duncan meadow,,,OX57 9BR,East Jessicashire,,,East of England,England,,,,damianharris@sharpe.com,16-03-2023,31,,200,4987424
2422,Wilkinson PLC,9 Bruce shores,,Flat 74,,Marshtown,Greater London,England,,England,phillips.com,1532191663,Single Site,martin82@owens-arnold.com,,2,Marketing,200,8945220
2778,"Wright, Jones and Finch","Studio 95e
Lee expressway",,Flat 50,,West Gemma,Durham,England,East Midlands,,turner.co.uk,9837082146,Branch,,04-11-2002,41,IT,20,10162567
2474,Davies-Hunt,"Flat 57
Walsh park",,Flat 90x,BD3A 4XE,,South Ayrshire,England,East of England,,lawrence-roberts.com,8266528150,,,12/13/2005,30,Automotive,200,
2334,"Doyle, Roberts and Bishop","Studio 83
Tomlinson wall",,Studio 89e,HP13 4DZ,Howardbury,,England,London,,,8702494734,,charlie10@graham-brown.net,07/26/2014,48,Hospitality,,9544273
